,Date,StationID,pickups,dropoffs,census_block
0,2016-09-01,3183.0,96.0,69.0,1004
1,2016-09-01,3184.0,28.0,28.0,1007
2,2016-09-01,3185.0,19.0,21.0,2003
3,2016-09-01,3186.0,142.0,126.0,3010
4,2016-09-01,3187.0,30.0,25.0,1012
5,2016-09-01,3188.0,1.0,1.0,4002
6,2016-09-01,3190.0,6.0,2.0,2001
7,2016-09-01,3191.0,2.0,1.0,1005
8,2016-09-01,3192.0,18.0,21.0,1013
9,2016-09-01,3193.0,15.0,25.0,1008
10,2016-09-01,3194.0,19.0,13.0,1006
11,2016-09-01,3195.0,60.0,46.0,1009
12,2016-09-01,3196.0,5.0,4.0,2006
13,2016-09-01,3197.0,2.0,5.0,1000
14,2016-09-01,3198.0,5.0,4.0,1005
15,2016-09-01,3199.0,22.0,27.0,3002
16,2016-09-01,3201.0,9.0,10.0,1007
17,2016-09-01,3202.0,44.0,43.0,3002
18,2016-09-01,3203.0,59.0,82.0,1003
19,2016-09-01,3205.0,5.0,10.0,1007
20,2016-09-01,3206.0,9.0,2.0,1000
21,2016-09-01,3207.0,10.0,13.0,1000
22,2016-09-01,3209.0,22.0,25.0,1002
23,2016-09-01,3210.0,13.0,12.0,1000
24,2016-09-01,3211.0,32.0,30.0,2007
25,2016-09-01,3212.0,7.0,9.0,1004
26,2016-09-01,3213.0,23.0,22.0,2006
27,2016-09-01,3214.0,16.0,23.0,1007
28,2016-09-01,3215.0,6.0,7.0,4002
29,2016-09-01,3220.0,12.0,7.0,4000
30,2016-09-01,3225.0,12.0,14.0,3001
31,2016-09-01,3267.0,35.0,45.0,1007
32,2016-09-01,3268.0,4.0,5.0,2009
33,2016-09-01,3270.0,23.0,20.0,2002
34,2016-09-01,3271.0,1.0,,1004
35,2016-09-01,3272.0,17.0,12.0,2000
36,2016-09-01,3273.0,13.0,9.0,3004
37,2016-09-01,3275.0,15.0,21.0,1021
38,2016-09-01,3276.0,22.0,29.0,3004
39,2016-09-01,3278.0,25.0,20.0,2007
40,2016-09-01,3279.0,10.0,16.0,2011
41,2016-09-01,3281.0,1.0,4.0,2005
42,2016-09-02,3183.0,114.0,127.0,1004
43,2016-09-02,3184.0,40.0,37.0,1007
44,2016-09-02,3185.0,36.0,30.0,2003
45,2016-09-02,3186.0,123.0,178.0,3010
46,2016-09-02,3187.0,25.0,33.0,1012
47,2016-09-02,3188.0,1.0,2.0,4002
48,2016-09-02,3189.0,3.0,3.0,1003
49,2016-09-02,3190.0,6.0,6.0,2001
50,2016-09-02,3191.0,1.0,3.0,1005
51,2016-09-02,3192.0,30.0,27.0,1013
52,2016-09-02,3193.0,18.0,25.0,1008
53,2016-09-02,3194.0,30.0,19.0,1006
54,2016-09-02,3195.0,67.0,67.0,1009
55,2016-09-02,3196.0,6.0,3.0,2006
56,2016-09-02,3197.0,9.0,8.0,1000
57,2016-09-02,3198.0,8.0,10.0,1005
58,2016-09-02,3199.0,37.0,39.0,3002
59,2016-09-02,3201.0,7.0,6.0,1007
60,2016-09-02,3202.0,67.0,72.0,3002
61,2016-09-02,3203.0,68.0,67.0,1003
62,2016-09-02,3205.0,14.0,22.0,1007
63,2016-09-02,3206.0,12.0,7.0,1000
64,2016-09-02,3207.0,15.0,12.0,1000
65,2016-09-02,3209.0,32.0,27.0,1002
66,2016-09-02,3210.0,15.0,15.0,1000
67,2016-09-02,3211.0,37.0,38.0,2007
68,2016-09-02,3212.0,13.0,13.0,1004
69,2016-09-02,3213.0,33.0,27.0,2006
70,2016-09-02,3214.0,31.0,40.0,1007
71,2016-09-02,3215.0,9.0,6.0,4002
72,2016-09-02,3216.0,1.0,1.0,2000
73,2016-09-02,3220.0,11.0,11.0,4000
74,2016-09-02,3225.0,23.0,17.0,3001
75,2016-09-02,3267.0,52.0,38.0,1007
76,2016-09-02,3268.0,7.0,10.0,2009
77,2016-09-02,3270.0,30.0,17.0,2002
78,2016-09-02,3272.0,26.0,23.0,2000
79,2016-09-02,3273.0,7.0,7.0,3004
80,2016-09-02,3275.0,26.0,21.0,1021
81,2016-09-02,3276.0,37.0,35.0,3004
82,2016-09-02,3278.0,35.0,23.0,2007
83,2016-09-02,3279.0,25.0,20.0,2011
84,2016-09-02,3281.0,8.0,2.0,2005
85,2016-09-03,3183.0,62.0,59.0,1004
86,2016-09-03,3184.0,42.0,46.0,1007
87,2016-09-03,3185.0,26.0,37.0,2003
88,2016-09-03,3186.0,70.0,98.0,3010
89,2016-09-03,3187.0,38.0,55.0,1012
90,2016-09-03,3188.0,1.0,1.0,4002
91,2016-09-03,3189.0,1.0,1.0,1003
92,2016-09-03,3190.0,6.0,4.0,2001
93,2016-09-03,3192.0,25.0,26.0,1013
94,2016-09-03,3193.0,11.0,15.0,1008
95,2016-09-03,3194.0,16.0,11.0,1006
96,2016-09-03,3195.0,39.0,29.0,1009
97,2016-09-03,3196.0,6.0,2.0,2006
98,2016-09-03,3197.0,8.0,3.0,1000
99,2016-09-03,3198.0,8.0,5.0,1005
100,2016-09-03,3199.0,45.0,43.0,3002
101,2016-09-03,3201.0,2.0,4.0,1007
102,2016-09-03,3202.0,40.0,45.0,3002
103,2016-09-03,3203.0,47.0,51.0,1003
104,2016-09-03,3205.0,17.0,23.0,1007
105,2016-09-03,3206.0,10.0,6.0,1000
106,2016-09-03,3207.0,4.0,1.0,1000
107,2016-09-03,3209.0,23.0,11.0,1002
108,2016-09-03,3210.0,5.0,3.0,1000
109,2016-09-03,3211.0,28.0,38.0,2007
110,2016-09-03,3212.0,3.0,10.0,1004
111,2016-09-03,3213.0,40.0,30.0,2006
112,2016-09-03,3214.0,19.0,10.0,1007
113,2016-09-03,3215.0,4.0,4.0,4002
114,2016-09-03,3216.0,1.0,1.0,2000
115,2016-09-03,3217.0,1.0,1.0,4003
116,2016-09-03,3220.0,7.0,8.0,4000
117,2016-09-03,3225.0,20.0,11.0,3001
118,2016-09-03,3267.0,43.0,33.0,1007
119,2016-09-03,3268.0,9.0,6.0,2009
120,2016-09-03,3270.0,22.0,21.0,2002
121,2016-09-03,3272.0,16.0,21.0,2000
122,2016-09-03,3273.0,9.0,6.0,3004
123,2016-09-03,3275.0,11.0,14.0,1021
124,2016-09-03,3276.0,30.0,30.0,3004
125,2016-09-03,3278.0,17.0,11.0,2007
126,2016-09-03,3279.0,10.0,4.0,2011
127,2016-09-03,3281.0,5.0,3.0,2005
128,2016-09-04,3183.0,61.0,55.0,1004
129,2016-09-04,3184.0,31.0,33.0,1007
130,2016-09-04,3185.0,31.0,26.0,2003
131,2016-09-04,3186.0,83.0,88.0,3010
132,2016-09-04,3187.0,42.0,31.0,1012
133,2016-09-04,3188.0,1.0,,4002
134,2016-09-04,3189.0,1.0,1.0,1003
135,2016-09-04,3190.0,3.0,6.0,2001
136,2016-09-04,3191.0,1.0,6.0,1005
137,2016-09-04,3192.0,69.0,67.0,1013
138,2016-09-04,3193.0,9.0,13.0,1008
139,2016-09-04,3194.0,17.0,9.0,1006
140,2016-09-04,3195.0,38.0,33.0,1009
141,2016-09-04,3196.0,9.0,14.0,2006
142,2016-09-04,3197.0,4.0,4.0,1000
143,2016-09-04,3198.0,3.0,,1005
144,2016-09-04,3199.0,55.0,53.0,3002
145,2016-09-04,3201.0,8.0,7.0,1007
146,2016-09-04,3202.0,37.0,49.0,3002
147,2016-09-04,3203.0,47.0,54.0,1003
148,2016-09-04,3205.0,30.0,25.0,1007
149,2016-09-04,3206.0,6.0,2.0,1000
150,2016-09-04,3207.0,8.0,7.0,1000
151,2016-09-04,3209.0,19.0,20.0,1002
152,2016-09-04,3210.0,5.0,5.0,1000
153,2016-09-04,3211.0,33.0,32.0,2007
154,2016-09-04,3212.0,6.0,6.0,1004
155,2016-09-04,3213.0,25.0,25.0,2006
156,2016-09-04,3214.0,17.0,23.0,1007
157,2016-09-04,3215.0,8.0,5.0,4002
158,2016-09-04,3217.0,4.0,5.0,4003
159,2016-09-04,3220.0,5.0,6.0,4000
160,2016-09-04,3225.0,16.0,10.0,3001
161,2016-09-04,3267.0,42.0,47.0,1007
162,2016-09-04,3268.0,3.0,4.0,2009
163,2016-09-04,3270.0,14.0,19.0,2002
164,2016-09-04,3272.0,17.0,19.0,2000
165,2016-09-04,3273.0,11.0,9.0,3004
166,2016-09-04,3275.0,25.0,20.0,1021
167,2016-09-04,3276.0,36.0,47.0,3004
168,2016-09-04,3278.0,17.0,14.0,2007
169,2016-09-04,3279.0,13.0,11.0,2011
170,2016-09-04,3281.0,2.0,1.0,2005
171,2016-09-05,3183.0,63.0,74.0,1004
172,2016-09-05,3184.0,38.0,32.0,1007
173,2016-09-05,3185.0,38.0,34.0,2003
174,2016-09-05,3186.0,56.0,62.0,3010
175,2016-09-05,3187.0,37.0,35.0,1012
176,2016-09-05,3189.0,1.0,,1003
177,2016-09-05,3190.0,7.0,7.0,2001
178,2016-09-05,3192.0,42.0,53.0,1013
179,2016-09-05,3193.0,13.0,13.0,1008
180,2016-09-05,3194.0,20.0,14.0,1006
181,2016-09-05,3195.0,41.0,44.0,1009
182,2016-09-05,3196.0,7.0,10.0,2006
183,2016-09-05,3197.0,5.0,1.0,1000
184,2016-09-05,3198.0,8.0,6.0,1005
185,2016-09-05,3199.0,51.0,57.0,3002
186,2016-09-05,3200.0,1.0,1.0,1003
187,2016-09-05,3201.0,8.0,13.0,1007
188,2016-09-05,3202.0,58.0,53.0,3002
189,2016-09-05,3203.0,53.0,59.0,1003
190,2016-09-05,3205.0,30.0,25.0,1007
191,2016-09-05,3206.0,7.0,3.0,1000
192,2016-09-05,3207.0,11.0,9.0,1000
193,2016-09-05,3209.0,14.0,15.0,1002
194,2016-09-05,3210.0,10.0,9.0,1000
195,2016-09-05,3211.0,21.0,27.0,2007
196,2016-09-05,3212.0,3.0,5.0,1004
197,2016-09-05,3213.0,22.0,27.0,2006
198,2016-09-05,3214.0,25.0,32.0,1007
199,2016-09-05,3215.0,5.0,5.0,4002
200,2016-09-05,3216.0,2.0,,2000
201,2016-09-05,3220.0,11.0,6.0,4000
202,2016-09-05,3225.0,16.0,10.0,3001
203,2016-09-05,3267.0,57.0,56.0,1007
204,2016-09-05,3268.0,6.0,5.0,2009
205,2016-09-05,3270.0,15.0,16.0,2002
206,2016-09-05,3271.0,1.0,1.0,1004
207,2016-09-05,3272.0,29.0,26.0,2000
208,2016-09-05,3273.0,13.0,11.0,3004
209,2016-09-05,3275.0,28.0,21.0,1021
210,2016-09-05,3276.0,33.0,31.0,3004
211,2016-09-05,3278.0,24.0,28.0,2007
212,2016-09-05,3279.0,9.0,6.0,2011
213,2016-09-05,3281.0,4.0,4.0,2005
214,2016-09-06,3183.0,87.0,107.0,1004
215,2016-09-06,3184.0,34.0,27.0,1007
216,2016-09-06,3185.0,40.0,34.0,2003
217,2016-09-06,3186.0,172.0,209.0,3010
218,2016-09-06,3187.0,42.0,43.0,1012
219,2016-09-06,3188.0,4.0,2.0,4002
220,2016-09-06,3189.0,3.0,3.0,1003
221,2016-09-06,3190.0,6.0,5.0,2001
222,2016-09-06,3191.0,2.0,2.0,1005
223,2016-09-06,3192.0,27.0,22.0,1013
224,2016-09-06,3193.0,19.0,21.0,1008
225,2016-09-06,3194.0,36.0,28.0,1006
226,2016-09-06,3195.0,88.0,67.0,1009
227,2016-09-06,3196.0,6.0,5.0,2006
228,2016-09-06,3197.0,6.0,5.0,1000
229,2016-09-06,3198.0,10.0,7.0,1005
230,2016-09-06,3199.0,31.0,30.0,3002
231,2016-09-06,3200.0,1.0,3.0,1003
232,2016-09-06,3201.0,10.0,10.0,1007
233,2016-09-06,3202.0,63.0,56.0,3002
234,2016-09-06,3203.0,69.0,76.0,1003
235,2016-09-06,3205.0,10.0,14.0,1007
236,2016-09-06,3206.0,10.0,8.0,1000
237,2016-09-06,3207.0,13.0,16.0,1000
238,2016-09-06,3209.0,35.0,43.0,1002
239,2016-09-06,3210.0,14.0,12.0,1000
240,2016-09-06,3211.0,40.0,26.0,2007
241,2016-09-06,3212.0,12.0,12.0,1004
242,2016-09-06,3213.0,40.0,35.0,2006
243,2016-09-06,3214.0,31.0,41.0,1007
244,2016-09-06,3215.0,6.0,10.0,4002
245,2016-09-06,3217.0,1.0,1.0,4003
246,2016-09-06,3220.0,7.0,11.0,4000
247,2016-09-06,3225.0,12.0,17.0,3001
248,2016-09-06,3267.0,48.0,54.0,1007
249,2016-09-06,3268.0,5.0,9.0,2009
250,2016-09-06,3270.0,36.0,23.0,2002
251,2016-09-06,3271.0,1.0,,1004
252,2016-09-06,3272.0,30.0,23.0,2000
253,2016-09-06,3273.0,8.0,6.0,3004
254,2016-09-06,3275.0,18.0,15.0,1021
255,2016-09-06,3276.0,31.0,35.0,3004
256,2016-09-06,3278.0,28.0,26.0,2007
257,2016-09-06,3279.0,24.0,18.0,2011
258,2016-09-06,3281.0,4.0,,2005
259,2016-09-07,3183.0,116.0,134.0,1004
260,2016-09-07,3184.0,37.0,27.0,1007
261,2016-09-07,3185.0,32.0,30.0,2003
262,2016-09-07,3186.0,169.0,223.0,3010
263,2016-09-07,3187.0,51.0,36.0,1012
264,2016-09-07,3188.0,5.0,6.0,4002
265,2016-09-07,3189.0,1.0,3.0,1003
266,2016-09-07,3190.0,3.0,3.0,2001
267,2016-09-07,3192.0,24.0,21.0,1013
268,2016-09-07,3193.0,19.0,23.0,1008
269,2016-09-07,3194.0,42.0,21.0,1006
270,2016-09-07,3195.0,76.0,81.0,1009
271,2016-09-07,3196.0,10.0,6.0,2006
272,2016-09-07,3197.0,5.0,7.0,1000
273,2016-09-07,3198.0,6.0,9.0,1005
274,2016-09-07,3199.0,50.0,47.0,3002
275,2016-09-07,3200.0,1.0,1.0,1003
276,2016-09-07,3201.0,11.0,10.0,1007
277,2016-09-07,3202.0,55.0,64.0,3002
278,2016-09-07,3203.0,63.0,62.0,1003
279,2016-09-07,3205.0,17.0,22.0,1007
280,2016-09-07,3206.0,16.0,10.0,1000
281,2016-09-07,3207.0,23.0,20.0,1000
282,2016-09-07,3209.0,32.0,40.0,1002
283,2016-09-07,3210.0,11.0,9.0,1000
284,2016-09-07,3211.0,34.0,24.0,2007
285,2016-09-07,3212.0,15.0,8.0,1004
286,2016-09-07,3213.0,38.0,30.0,2006
287,2016-09-07,3214.0,28.0,38.0,1007
288,2016-09-07,3215.0,9.0,7.0,4002
289,2016-09-07,3216.0,2.0,1.0,2000
290,2016-09-07,3217.0,2.0,1.0,4003
291,2016-09-07,3220.0,20.0,17.0,4000
292,2016-09-07,3225.0,16.0,14.0,3001
293,2016-09-07,3267.0,64.0,55.0,1007
294,2016-09-07,3268.0,8.0,10.0,2009
295,2016-09-07,3270.0,32.0,24.0,2002
296,2016-09-07,3271.0,1.0,,1004
297,2016-09-07,3272.0,21.0,23.0,2000
298,2016-09-07,3273.0,17.0,10.0,3004
299,2016-09-07,3275.0,23.0,19.0,1021
300,2016-09-07,3276.0,38.0,42.0,3004
301,2016-09-07,3278.0,35.0,35.0,2007
302,2016-09-07,3279.0,19.0,20.0,2011
303,2016-09-07,3281.0,4.0,6.0,2005
304,2016-09-08,3183.0,110.0,136.0,1004
305,2016-09-08,3184.0,32.0,32.0,1007
306,2016-09-08,3185.0,27.0,17.0,2003
307,2016-09-08,3186.0,144.0,209.0,3010
308,2016-09-08,3187.0,37.0,37.0,1012
309,2016-09-08,3188.0,3.0,4.0,4002
310,2016-09-08,3189.0,1.0,2.0,1003
311,2016-09-08,3190.0,6.0,4.0,2001
312,2016-09-08,3192.0,26.0,22.0,1013
313,2016-09-08,3193.0,19.0,18.0,1008
314,2016-09-08,3194.0,40.0,29.0,1006
315,2016-09-08,3195.0,70.0,70.0,1009
316,2016-09-08,3196.0,10.0,6.0,2006
317,2016-09-08,3197.0,7.0,5.0,1000
318,2016-09-08,3198.0,9.0,11.0,1005
319,2016-09-08,3199.0,34.0,35.0,3002
320,2016-09-08,3200.0,1.0,2.0,1003
321,2016-09-08,3201.0,9.0,9.0,1007
322,2016-09-08,3202.0,74.0,73.0,3002
323,2016-09-08,3203.0,72.0,83.0,1003
324,2016-09-08,3205.0,19.0,15.0,1007
325,2016-09-08,3206.0,10.0,5.0,1000
326,2016-09-08,3207.0,20.0,17.0,1000
327,2016-09-08,3209.0,44.0,42.0,1002
328,2016-09-08,3210.0,11.0,12.0,1000
329,2016-09-08,3211.0,45.0,37.0,2007
330,2016-09-08,3212.0,14.0,13.0,1004
331,2016-09-08,3213.0,34.0,23.0,2006
332,2016-09-08,3214.0,51.0,58.0,1007
333,2016-09-08,3215.0,11.0,6.0,4002
334,2016-09-08,3216.0,1.0,,2000
335,2016-09-08,3220.0,13.0,10.0,4000
336,2016-09-08,3225.0,21.0,20.0,3001
337,2016-09-08,3267.0,54.0,55.0,1007
338,2016-09-08,3268.0,6.0,6.0,2009
339,2016-09-08,3270.0,42.0,25.0,2002
340,2016-09-08,3272.0,31.0,21.0,2000
341,2016-09-08,3273.0,14.0,6.0,3004
342,2016-09-08,3275.0,29.0,18.0,1021
343,2016-09-08,3276.0,39.0,37.0,3004
344,2016-09-08,3278.0,23.0,32.0,2007
345,2016-09-08,3279.0,18.0,16.0,2011
346,2016-09-08,3281.0,3.0,4.0,2005
347,2016-09-09,3183.0,79.0,124.0,1004
348,2016-09-09,3184.0,53.0,37.0,1007
349,2016-09-09,3185.0,32.0,36.0,2003
350,2016-09-09,3186.0,141.0,224.0,3010
351,2016-09-09,3187.0,36.0,25.0,1012
352,2016-09-09,3188.0,1.0,3.0,4002
353,2016-09-09,3189.0,1.0,1.0,1003
354,2016-09-09,3190.0,3.0,4.0,2001
355,2016-09-09,3192.0,22.0,16.0,1013
356,2016-09-09,3193.0,23.0,21.0,1008
357,2016-09-09,3194.0,39.0,27.0,1006
358,2016-09-09,3195.0,67.0,73.0,1009
359,2016-09-09,3196.0,4.0,4.0,2006
360,2016-09-09,3197.0,5.0,3.0,1000
361,2016-09-09,3198.0,10.0,7.0,1005
362,2016-09-09,3199.0,40.0,40.0,3002
363,2016-09-09,3200.0,1.0,,1003
364,2016-09-09,3201.0,8.0,6.0,1007
365,2016-09-09,3202.0,69.0,63.0,3002
366,2016-09-09,3203.0,73.0,71.0,1003
367,2016-09-09,3205.0,17.0,16.0,1007
368,2016-09-09,3206.0,18.0,12.0,1000
369,2016-09-09,3207.0,23.0,20.0,1000
370,2016-09-09,3209.0,36.0,33.0,1002
371,2016-09-09,3210.0,11.0,13.0,1000
372,2016-09-09,3211.0,33.0,30.0,2007
373,2016-09-09,3212.0,11.0,7.0,1004
374,2016-09-09,3213.0,41.0,33.0,2006
375,2016-09-09,3214.0,35.0,44.0,1007
376,2016-09-09,3215.0,6.0,4.0,4002
377,2016-09-09,3217.0,2.0,1.0,4003
378,2016-09-09,3220.0,12.0,12.0,4000
379,2016-09-09,3225.0,24.0,17.0,3001
380,2016-09-09,3267.0,56.0,49.0,1007
381,2016-09-09,3268.0,9.0,6.0,2009
382,2016-09-09,3270.0,29.0,24.0,2002
383,2016-09-09,3272.0,20.0,19.0,2000
384,2016-09-09,3273.0,12.0,7.0,3004
385,2016-09-09,3275.0,25.0,17.0,1021
386,2016-09-09,3276.0,49.0,44.0,3004
387,2016-09-09,3278.0,33.0,25.0,2007
388,2016-09-09,3279.0,30.0,20.0,2011
389,2016-09-09,3281.0,7.0,3.0,2005
390,2016-09-10,3183.0,49.0,62.0,1004
391,2016-09-10,3184.0,31.0,34.0,1007
392,2016-09-10,3185.0,31.0,41.0,2003
393,2016-09-10,3186.0,68.0,94.0,3010
394,2016-09-10,3187.0,40.0,40.0,1012
395,2016-09-10,3189.0,1.0,1.0,1003
396,2016-09-10,3190.0,4.0,5.0,2001
397,2016-09-10,3191.0,2.0,1.0,1005
398,2016-09-10,3192.0,22.0,18.0,1013
399,2016-09-10,3193.0,15.0,18.0,1008
400,2016-09-10,3194.0,23.0,15.0,1006
401,2016-09-10,3195.0,45.0,44.0,1009
402,2016-09-10,3196.0,6.0,4.0,2006
403,2016-09-10,3197.0,12.0,12.0,1000
404,2016-09-10,3198.0,14.0,7.0,1005
405,2016-09-10,3199.0,37.0,39.0,3002
406,2016-09-10,3201.0,3.0,4.0,1007
407,2016-09-10,3202.0,37.0,44.0,3002
408,2016-09-10,3203.0,41.0,45.0,1003
409,2016-09-10,3205.0,15.0,14.0,1007
410,2016-09-10,3206.0,10.0,5.0,1000
411,2016-09-10,3207.0,11.0,14.0,1000
412,2016-09-10,3209.0,33.0,32.0,1002
413,2016-09-10,3210.0,14.0,13.0,1000
414,2016-09-10,3211.0,49.0,46.0,2007
415,2016-09-10,3212.0,6.0,5.0,1004
416,2016-09-10,3213.0,38.0,38.0,2006
417,2016-09-10,3214.0,25.0,28.0,1007
418,2016-09-10,3215.0,6.0,9.0,4002
419,2016-09-10,3216.0,1.0,1.0,2000
420,2016-09-10,3217.0,2.0,2.0,4003
421,2016-09-10,3220.0,12.0,13.0,4000
422,2016-09-10,3225.0,14.0,7.0,3001
423,2016-09-10,3267.0,52.0,39.0,1007
424,2016-09-10,3268.0,5.0,4.0,2009
425,2016-09-10,3270.0,20.0,23.0,2002
426,2016-09-10,3272.0,24.0,33.0,2000
427,2016-09-10,3273.0,15.0,9.0,3004
428,2016-09-10,3274.0,4.0,2.0,1003
429,2016-09-10,3275.0,17.0,12.0,1021
430,2016-09-10,3276.0,45.0,41.0,3004
431,2016-09-10,3278.0,31.0,19.0,2007
432,2016-09-10,3279.0,11.0,7.0,2011
433,2016-09-10,3281.0,4.0,1.0,2005
434,2016-09-11,3183.0,52.0,65.0,1004
435,2016-09-11,3184.0,37.0,32.0,1007
436,2016-09-11,3185.0,29.0,24.0,2003
437,2016-09-11,3186.0,65.0,79.0,3010
438,2016-09-11,3187.0,37.0,41.0,1012
439,2016-09-11,3188.0,1.0,2.0,4002
440,2016-09-11,3189.0,1.0,,1003
441,2016-09-11,3190.0,4.0,,2001
442,2016-09-11,3191.0,2.0,3.0,1005
443,2016-09-11,3192.0,37.0,30.0,1013
444,2016-09-11,3193.0,9.0,9.0,1008
445,2016-09-11,3194.0,24.0,14.0,1006
446,2016-09-11,3195.0,35.0,36.0,1009
447,2016-09-11,3196.0,8.0,5.0,2006
448,2016-09-11,3197.0,6.0,5.0,1000
449,2016-09-11,3198.0,2.0,4.0,1005
450,2016-09-11,3199.0,43.0,36.0,3002
451,2016-09-11,3201.0,4.0,9.0,1007
452,2016-09-11,3202.0,40.0,37.0,3002
